-0.98113381,0,1.96226761,0
-0.98113283,2.01E-6,1.96226849,2.0E-6
-0.9811319,-0.06805174,1.96226981,0
-0.91672925,-0.16234734,1.83345851,0
-0.82242917,-0.25664284,1.64485834,0
-0.72812969,-0.35093851,1.45625938,0
-0.63383126,-0.44523532,1.26766251,0
-0.53953282,-0.53953282,1.07906565,0
-0.44523532,-0.63383126,0.89047063,0
-0.35093851,-0.72812969,0.70187703,0
-0.25664284,-0.82242917,0.51328569,0
-0.16234734,-0.91672925,0.32469467,0
-0.06805174,-0.9811319,0.13610348,2.0E-6
2.01E-6,-0.98113296,1.98E-6,8.0E-7
0,-0.98113381,0,0
1.6993736,0,0,0
1.69937445,2.01E-6,9.7E-7,2.0E-6
1.69937577,-0.11786907,2.0E-6,0
1.58782165,-0.28119384,0,0
1.42448911,-0.44451845,0,0
1.26115762,-0.60784333,0,0
1.09782794,-0.77117019,0,0
0.93449826,-0.93449826,0,0
0.77117019,-1.09782794,0,0
0.60784333,-1.26115762,0,0
0.44451845,-1.42448911,0,0
0.28119384,-1.58782165,0,0
0.11786907,-1.69937177,0,2.0E-6
1.99E-6,-1.69937271,2.0E-6,8.0E-7
0,-1.6993736,0,0
0.99056638,0.29790476,0.99056638,0.29790476
0.99056699,0.29790681,0.99056702,0.29790676
0.99056783,0.34595677,0.99056783,0.15281932
0.94511117,0.41254027,0.94511117,-0.04718069
0.87855309,0.47912428,0.87855309,-0.24718069
0.81199159,0.54570738,0.81199159,-0.44718069
0.74542416,0.61228405,0.74542416,-0.64718069
0.67885673,0.67885673,0.67885673,-0.8471807
0.61228405,0.74542416,0.61228405,-1.0471807
0.54570738,0.81199159,0.54570738,-1.2471807
0.47912428,0.87855309,0.47912428,-1.44718071
0.41254027,0.94511117,0.41254027,-1.64718071
0.34595677,0.99056783,0.34595677,-1.78380436
0.29790681,0.99056689,0.29790681,-1.78380533
0.29790476,0.99056638,0.29790476,-1.78380636
0,0,0,0
0.47605629,124.76079859,0.47605615,124.76085355
0.4760543,22.76318138,0.476054,22.56695596
0.38210226,2.50299061,0.38210226,2.48405414
0.29736951,0.53035154,0.29736951,0.52839087
0.2555395,0.32384201,0.2555395,0.32346471
0.24348315,0.27911265,0.24348315,0.27884696
0.25339107,0.25339107,0.25339107,0.25313301
0.27911265,0.24348315,0.27911265,0.2432297
0.32384201,0.2555395,0.32384201,0.255276
0.53035154,0.29736951,0.53035154,0.29706507
2.50299061,0.38210226,2.50299061,0.38170547
22.76318138,0.47605513,22.76318138,0.47557464
124.76082101,0.47605665,124.76082924,0.4755764
0,0,0,0
0,0,0,0
-0.60465233,-858.23969946,-0.78622772,-864.07428018
-0.50856419,124.18137192,-0.84755688,0
-0.26600273,11.95844666,0.53200546,0
-0.14244823,1.18601455,0.28489645,0
-0.05975091,0.16533277,0.11950183,0
0,0.07584821,0,0
0.04427962,0.04427962,-0.08855923,0
0.07584821,0,-0.15169641,0
0.16533277,-0.05975091,-0.33066554,0
1.18601455,-0.14244823,-2.3720291,0
11.95844666,-0.26600273,-23.91689332,0
124.18137192,-0.55159758,-248.36274385,-0.58329174
-861.92801903,-0.55794587,-853.54594105,-0.52892323
0,0,0,0
0,0,0,0
-0.75139157,-860.60349837,-0.67422133,-864.07428018
-0.83168958,215.08844553,-0.61242266,0
0.46073024,20.7126372,0,0
0.24672756,2.05423746,0,0
0.10349162,0.28636475,0,0
0,0.13137295,0,0
-0.07669455,0.07669455,0,0
-0.13137295,0,0,0
-0.28636475,-0.10349162,0,0
-2.05423746,-0.24672756,0,0
-20.7126372,-0.46073024,0,0
-215.08844553,-0.46339636,0,-0.58329174
-853.0682893,-0.52425837,-860.04196168,-0.52892323
0,0,0,0
0,0,0,0
-0.49109667,-873.30371668,-0.5036313,-864.07547496
-0.51495378,-87.6860689,-0.50453441,261.06079588
0.18774618,-8.44407357,0.18774618,25.14467538
0.10054513,-0.83746587,0.10054513,2.49439965
0.04217567,-0.1167367,0.04217567,0.34895517
0,-0.05354895,0,0.16079078
-0.03126049,-0.03126049,-0.03126049,0.09388198
-0.05354895,0,-0.05354895,0
-0.1167367,0.04217567,-0.1167367,-0.12661241
-0.83746587,0.10054513,-0.83746587,-0.30180585
-8.44407357,0.18774618,-8.44407357,-0.56352302
-87.6860689,-0.54766154,-87.6860689,-0.39771947
-877.05676933,-0.44822217,-878.44262575,-0.49352759
0,0,0,0
0,0,0,0
-3.753952819783E+5,-2.869152733936E+8,-4.415884553363E+5,-2.880187078912E+8
-2.045272996433E+5,-725.08872018,-1.709193010122E+5,-1799.46194929
-4.05497368,8.00743187,0.81450682,-73.07098009
-1.07387273,2.54968192,0.7489849,-4.84842685
-0.51546328,-0.06520831,0.55554491,-0.78915466
-0.35634794,-0.3484725,0.41814143,-0.54375057
-0.33236442,-0.33236442,0.28828564,-0.53849488
-0.3484725,-0.35634794,0.23980887,-0.61366477
-0.06520831,-0.51546328,2.116674,-0.87131848
2.54968192,-1.07387273,24.8810968,-1.67930992
8.00743187,-4.05497368,253.62809131,-5.67000257
-725.08872018,-2.018279350063E+5,2574.37478644,-1.944298214831E+5
-2.869323289223E+8,-4.497852828023E+5,-2.901464456212E+8,-4.775157468432E+5
0,0,0,0
0,0,0,0
2.865462171007E+5,1.409772905924E+8,2.799619875951E+5,1.440184321973E+8
1.241853266005E+5,1904.94614373,1.232394577042E+5,0
-2.81139588,141.80915385,0,0
-1.05242734,12.89304839,0,0
-0.61834687,1.25971033,0,0
-0.44715165,0.33964441,0,0
-0.35833248,0.35833248,0,0
-0.33964441,0.44715165,0,0
-1.25971033,0.61834687,0,0
-12.89304839,1.05242734,0,0
-141.80915385,2.81139588,0,0
-1904.94614373,1.291622280466E+5,0,9.721604717964E+4
1.409464073733E+8,3.237571728771E+5,1.409390682701E+8,1.802993227475E+5
0,0,0,0
0,0,0,0
2.051350970659E+5,1.430575446686E+8,1.834520742846E+5,1.440184322033E+8
8.276092039272E+4,-776.59625398,8.908654688423E+4,0
-1.14559602,-57.81230502,2.29119205,0
-0.42886629,-5.25625597,0.85773258,0
-0.25199245,-0.51355491,0.5039849,0
-0.18223928,-0.13844508,0.36447856,0
-0.14604951,-0.14604951,0.29209901,0
-0.13844508,-0.18223928,0.27689017,0
-0.51355491,-0.25199245,1.02710983,0
-5.25625597,-0.42886629,10.51251194,0
-57.81230502,-1.14559602,115.62461003,0
-776.59625398,1.020069780579E+5,1553.19250796,9.721593461157E+4
1.449096559499E+8,1.850476300115E+5,1.439542747123E+8,2.314914307592E+5
0,0,0,0
0,0,0,0
-4.580180122672E+5,-2.861397690391E+8,-3.863543835785E+5,-2.880187078912E+8
-1.717894655884E+5,1474.55361757,-1.939504718487E+5,-1799.46194929
-0.80865334,171.75453816,-5.67813384,-73.07098009
0.14136569,17.43729184,-1.68149194,-4.84842685
0.19854218,1.38937989,-0.87246601,-0.78915466
0.15997831,0.04371508,-0.61451106,-0.54375057
0.08140229,0.08140229,-0.53924777,-0.53849488
0.04371508,0.15997831,-0.54456629,-0.61366477
1.38937989,0.19854218,-0.79250241,-0.87131848
17.43729184,0.14136569,-4.89412303,-1.67930992
171.75453816,-0.80865334,-73.86612128,-5.67000257
1474.55361757,-2.117401324947E+5,-1824.90988906,-1.944298214841E+5
-2.898449425457E+8,-4.199251797476E+5,-2.880092777515E+8,-4.775157468451E+5
0,0,0,0
0,0,0,0
1.776817828426E+5,1.434515596139E+8,2.0243923843E+5,1.440184322033E+8
9.438560538504E+4,-1345.10416886,8.115030625449E+4,0
1.98423052,-100.13384959,0,0
0.7428182,-9.1041024,0,0
0.43646372,-0.8895032,0,0
0.31564769,-0.23979392,0,0
0.25296516,-0.25296516,0,0
0.23979392,-0.31564769,0,0
0.8895032,-0.43646372,0,0
9.1041024,-0.7428182,0,0
100.13384959,-1.98423052,0,0
1345.10416886,9.81678155431E+4,0,9.721593461106E+4
1.434201343675E+8,1.937776687414E+5,1.450498571442E+8,2.314914307579E+5
0,0,0,0
0,0,0,0
-5.790155253406E+5,-2.819370211739E+8,-5.626391171124E+5,-2.880187078812E+8
-2.505167292823E+5,-1276.54750663,-2.47549954732E+5,3094.72948745
-4.86958588,-33.04425441,-4.86958588,291.89724265
-1.37877983,-1.18264864,-1.37877983,28.34056486
-0.69457751,-0.42986987,-0.69457751,2.45595012
-0.48584152,-0.44679142,-0.48584152,0.33635511
-0.43611209,-0.43611209,-0.43611209,0.39142089
-0.44679142,-0.48584152,-0.44679142,0.54641658
-0.42986987,-0.69457751,-0.42986987,0.73265312
-1.18264864,-1.37877983,-1.18264864,1.05042891
-33.04425441,-4.86958588,-33.04425441,1.62096246
-1276.54750663,-2.585122195292E+5,-1276.54750663,-1.944296882402E+5
-2.818896251785E+8,-6.482001610267E+5,-2.818679723204E+8,-3.605962763448E+5
0,0,0,0
